Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
Jet Airways,12-06-2022,Delhi,Cochin,09:35:00,12:35 13 ,27h,2 stops,13292
Jet Airways,21-05-2022,Delhi,Cochin,19:10:00,19:00 22 ,23h 50m,2 stops,15129
Air India,15-06-2022,Delhi,Cochin,20:00:00,19:15 16 ,23h 15m,2 stops,11071
SpiceJet,21-04-2022,Kolkata,Banglore,06:55:00,09:30,2h 35m,non-stop,4174
Multiple carriers,27-03-2022,Delhi,Cochin,04:00:00,18:50,14h 50m,1 stop,11299
Jet Airways,18-05-2022,Delhi,Cochin,19:45:00,12:35 19 ,16h 50m,1 stop,12373
Air India,01-03-2022,Banglore,New Delhi,05:50:00,09:15 02 ,27h 25m,1 stop,13439
IndiGo,01-05-2022,Kolkata,Banglore,20:20:00,22:55,2h 35m,non-stop,4804
Air India,12-05-2022,Kolkata,Banglore,09:25:00,05:35 13 ,20h 10m,2 stops,11642
IndiGo,18-06-2022,Banglore,Delhi,00:25:00,03:15,2h 50m,non-stop,3419
IndiGo,21-05-2022,Kolkata,Banglore,06:35:00,12:10,5h 35m,2 stops,6103
Air India,09-05-2022,Kolkata,Banglore,07:00:00,01:20 10 ,18h 20m,2 stops,13033
Jet Airways,18-03-2022,Banglore,New Delhi,08:55:00,15:55,7h,2 stops,11245
Jet Airways,01-04-2022,Kolkata,Banglore,06:30:00,12:00,5h 30m,1 stop,10056
Jet Airways,06-06-2022,Kolkata,Banglore,20:25:00,14:25 07 ,18h,1 stop,10539
IndiGo,18-03-2022,Chennai,Kolkata,22:05:00,00:25 19 ,2h 20m,non-stop,5277
Air India,21-05-2022,Kolkata,Banglore,10:00:00,23:15,13h 15m,1 stop,11936
Jet Airways,09-06-2022,Delhi,Cochin,05:30:00,04:25 10 ,22h 55m,2 stops,13014
Vistara,06-06-2022,Kolkata,Banglore,17:00:00,20:20 07 ,27h 20m,1 stop,8820
Jet Airways,09-05-2022,Delhi,Cochin,15:00:00,12:35 10 ,21h 35m,1 stop,12373
Jet Airways,01-06-2022,Delhi,Cochin,09:00:00,12:35 02 ,27h 35m,1 stop,10262
Jet Airways,03-06-2022,Mumbai,Hyderabad,07:05:00,08:30,1h 25m,non-stop,4995
Jet Airways,27-03-2022,Delhi,Cochin,21:50:00,19:45 28 ,21h 55m,1 stop,7438
IndiGo,21-03-2022,Kolkata,Banglore,05:30:00,08:20,2h 50m,non-stop,4148
IndiGo,27-05-2022,Chennai,Kolkata,14:45:00,17:05,2h 20m,non-stop,3597
Air Asia,01-05-2022,Kolkata,Banglore,07:35:00,23:30,15h 55m,1 stop,5192
Jet Airways,06-03-2022,Banglore,New Delhi,08:00:00,20:20,12h 20m,1 stop,16736
Multiple carriers,01-06-2022,Delhi,Cochin,13:00:00,21:00,8h,1 stop,7933
Air India,18-05-2022,Delhi,Cochin,08:00:00,19:15,11h 15m,1 stop,8879
IndiGo,12-05-2022,Delhi,Cochin,14:25:00,17:40,3h 15m,non-stop,5000
Vistara,06-05-2022,Kolkata,Banglore,17:00:00,09:05 07 ,16h 5m,1 stop,8137
Air India,09-03-2022,Delhi,Cochin,16:55:00,19:15 10 ,26h 20m,2 stops,22096
SpiceJet,24-03-2022,Banglore,New Delhi,05:45:00,08:35,2h 50m,non-stop,4273
Jet Airways,01-03-2022,Banglore,New Delhi,18:40:00,00:45 02 ,6h 5m,1 stop,35185
IndiGo,15-04-2022,Kolkata,Banglore,19:35:00,23:15,3h 40m,1 stop,4226
Jet Airways,01-05-2022,Kolkata,Banglore,08:25:00,16:20,7h 55m,1 stop,10844
IndiGo,12-06-2022,Mumbai,Hyderabad,12:00:00,13:30,1h 30m,non-stop,2754
IndiGo,06-06-2022,Kolkata,Banglore,10:30:00,16:05,5h 35m,1 stop,6301
Air India,18-05-2022,Kolkata,Banglore,09:25:00,13:45 19 ,28h 20m,2 stops,13222
Jet Airways,21-05-2022,Delhi,Cochin,17:30:00,12:35 22 ,19h 5m,1 stop,12898
Air India,12-03-2022,Banglore,New Delhi,06:45:00,20:35,13h 50m,1 stop,12127
Jet Airways,21-05-2022,Kolkata,Banglore,20:25:00,22:05 22 ,25h 40m,1 stop,13067
Air India,01-04-2022,Kolkata,Banglore,16:45:00,20:25 02 ,27h 40m,2 stops,9920
GoAir,01-04-2022,Banglore,Delhi,07:45:00,10:40,2h 55m,non-stop,4239
Jet Airways,06-06-2022,Delhi,Cochin,21:50:00,19:00 07 ,21h 10m,1 stop,14714
IndiGo,06-05-2022,Kolkata,Banglore,18:05:00,23:30,5h 25m,1 stop,6218
IndiGo,01-03-2022,Chennai,Kolkata,05:15:00,07:35,2h 20m,non-stop,7295
Multiple carriers,09-06-2022,Delhi,Cochin,03:50:00,11:30,7h 40m,1 stop,7408
Jet Airways,09-06-2022,Kolkata,Banglore,09:35:00,18:00,8h 25m,1 stop,13994
IndiGo,15-05-2022,Kolkata,Banglore,14:25:00,16:55,2h 30m,non-stop,5224
SpiceJet,09-03-2022,Mumbai,Hyderabad,05:45:00,07:05,1h 20m,non-stop,4391
Air India,18-05-2022,Kolkata,Banglore,10:00:00,05:25 19 ,19h 25m,2 stops,14109
SpiceJet,27-04-2022,Banglore,Delhi,09:30:00,12:20,2h 50m,non-stop,4885
Jet Airways,01-06-2022,Banglore,Delhi,08:20:00,11:20,3h,non-stop,8016
Multiple carriers,24-06-2022,Delhi,Cochin,06:00:00,12:35,6h 35m,1 stop,12524
Jet Airways,27-03-2022,Delhi,Cochin,02:15:00,18:50,16h 35m,1 stop,6017
Air India,09-05-2022,Delhi,Cochin,22:00:00,19:15 10 ,21h 15m,2 stops,10441
SpiceJet,01-04-2022,Banglore,Delhi,21:10:00,00:05 02 ,2h 55m,non-stop,3625
Air India,09-03-2022,Delhi,Cochin,05:15:00,19:15 10 ,38h,3 stops,15586
Air India,27-03-2022,Delhi,Cochin,08:00:00,19:15,11h 15m,1 stop,7199
Jet Airways,21-03-2022,Delhi,Cochin,06:20:00,04:25 22 ,22h 5m,2 stops,12273
Multiple carriers,06-06-2022,Delhi,Cochin,19:00:00,01:30 07 ,6h 30m,1 stop,7530
Jet Airways,21-05-2022,Mumbai,Hyderabad,19:35:00,21:05,1h 30m,non-stop,5678
Air India,24-06-2022,Delhi,Cochin,10:55:00,07:40 25 ,20h 45m,2 stops,11753
SpiceJet,21-05-2022,Mumbai,Hyderabad,22:45:00,00:15 22 ,1h 30m,non-stop,1965
IndiGo,21-03-2022,Delhi,Cochin,06:40:00,13:20,6h 40m,1 stop,10208
IndiGo,21-05-2022,Delhi,Cochin,20:25:00,01:30 22 ,5h 5m,1 stop,5054
IndiGo,03-03-2022,Delhi,Cochin,08:25:00,15:30,7h 5m,1 stop,14871
Jet Airways,18-05-2022,Delhi,Cochin,07:05:00,19:00,11h 55m,1 stop,12373
SpiceJet,15-06-2022,Mumbai,Hyderabad,22:45:00,00:15 16 ,1h 30m,non-stop,2017
Jet Airways,24-03-2022,Kolkata,Banglore,13:55:00,04:45 25 ,14h 50m,1 stop,10661
Multiple carriers,09-05-2022,Delhi,Cochin,10:20:00,19:00,8h 40m,1 stop,9794
Jet Airways,09-05-2022,Kolkata,Banglore,20:25:00,23:35 10 ,27h 10m,1 stop,13067
SpiceJet,03-03-2022,Chennai,Kolkata,17:45:00,20:05,2h 20m,non-stop,7298
IndiGo,03-03-2022,Banglore,New Delhi,10:05:00,13:00,2h 55m,non-stop,7648
Air India,12-05-2022,Kolkata,Banglore,12:00:00,21:50,9h 50m,2 stops,10676
Air India,03-06-2022,Banglore,Delhi,10:00:00,12:45,2h 45m,non-stop,6961
IndiGo,15-05-2022,Delhi,Cochin,11:25:00,01:30 16 ,14h 5m,1 stop,6979
Multiple carriers,27-05-2022,Delhi,Cochin,09:00:00,21:00,12h,1 stop,13587
Jet Airways,24-05-2022,Kolkata,Banglore,14:05:00,23:35,9h 30m,1 stop,10844
IndiGo,12-05-2022,Banglore,Delhi,10:10:00,13:00,2h 50m,non-stop,3943
IndiGo,12-06-2022,Delhi,Cochin,09:15:00,21:00,11h 45m,1 stop,6838
Jet Airways,15-04-2022,Delhi,Cochin,13:00:00,19:00,6h,1 stop,6542
Jet Airways,21-05-2022,Delhi,Cochin,07:05:00,19:00,11h 55m,1 stop,12239
Jet Airways,12-05-2022,Kolkata,Banglore,16:30:00,04:40 13 ,12h 10m,1 stop,14388
IndiGo,12-03-2022,Kolkata,Banglore,05:30:00,08:20,2h 50m,non-stop,4148
Multiple carriers,18-05-2022,Delhi,Cochin,15:05:00,01:30 19 ,10h 25m,2 stops,16840
Multiple carriers,03-06-2022,Delhi,Cochin,09:45:00,22:30,12h 45m,1 stop,9646
Jet Airways,09-06-2022,Kolkata,Banglore,21:10:00,18:15 10 ,21h 5m,1 stop,14571
IndiGo,15-05-2022,Delhi,Cochin,16:00:00,01:30 16 ,9h 30m,1 stop,7923
Jet Airways,12-05-2022,Kolkata,Banglore,20:00:00,04:40 13 ,8h 40m,1 stop,8586
Multiple carriers,03-06-2022,Delhi,Cochin,13:15:00,22:30,9h 15m,1 stop,9646
Jet Airways,18-05-2022,Kolkata,Banglore,14:05:00,12:00 19 ,21h 55m,1 stop,14388
Jet Airways,12-06-2022,Kolkata,Banglore,16:30:00,16:20 13 ,23h 50m,1 stop,13044
Multiple carriers,21-05-2022,Delhi,Cochin,10:00:00,19:00,9h,1 stop,10197
Jet Airways,01-06-2022,Delhi,Cochin,19:45:00,19:00 02 ,23h 15m,1 stop,14714
Air India,01-06-2022,Delhi,Cochin,10:00:00,19:15,9h 15m,1 stop,9929
Jet Airways,21-03-2022,Delhi,Cochin,22:50:00,04:25 22 ,5h 35m,1 stop,6017
SpiceJet,27-06-2022,Chennai,Kolkata,09:45:00,12:00,2h 15m,non-stop,3597
Air India,21-03-2022,Delhi,Cochin,13:30:00,23:00,9h 30m,1 stop,5704
Jet Airways,03-06-2022,Delhi,Cochin,19:45:00,04:25 04 ,8h 40m,1 stop,14714
Air India,12-05-2022,Banglore,Delhi,10:00:00,12:45,2h 45m,non-stop,5228
Jet Airways,01-04-2022,Kolkata,Banglore,09:35:00,10:55 02 ,25h 20m,1 stop,11467
Vistara,06-06-2022,Banglore,Delhi,09:45:00,12:35,2h 50m,non-stop,4668
IndiGo,18-04-2022,Banglore,Delhi,21:15:00,00:15 19 ,3h,non-stop,4591
IndiGo,12-05-2022,Banglore,Delhi,21:15:00,00:15 13 ,3h,non-stop,3943
Air India,21-04-2022,Banglore,Delhi,10:00:00,12:45,2h 45m,non-stop,5228
Jet Airways,27-03-2022,Delhi,Cochin,02:15:00,18:50,16h 35m,1 stop,12242
Air India,09-06-2022,Delhi,Cochin,07:05:00,09:25 10 ,26h 20m,2 stops,11185
IndiGo,09-04-2022,Delhi,Cochin,09:15:00,01:30 10 ,16h 15m,1 stop,6573
Jet Airways,15-05-2022,Kolkata,Banglore,16:30:00,22:35,6h 5m,1 stop,14781
Air India,12-06-2022,Kolkata,Banglore,16:45:00,08:55 13 ,16h 10m,2 stops,14960
IndiGo,15-05-2022,Chennai,Kolkata,11:35:00,14:00,2h 25m,non-stop,4332
Air Asia,03-03-2022,Banglore,New Delhi,05:50:00,08:40,2h 50m,non-stop,7652
Jet Airways,24-05-2022,Kolkata,Banglore,09:35:00,21:05,11h 30m,1 stop,14151
SpiceJet,12-06-2022,Banglore,Delhi,09:30:00,12:20,2h 50m,non-stop,4319
Jet Airways,21-03-2022,Delhi,Cochin,19:10:00,18:50 22 ,23h 40m,2 stops,10929
Air India,24-03-2022,Kolkata,Banglore,07:00:00,10:00 25 ,27h,2 stops,11491
IndiGo,18-04-2022,Delhi,Cochin,14:20:00,17:35,3h 15m,non-stop,6015
Jet Airways,12-06-2022,Kolkata,Banglore,09:35:00,21:05,11h 30m,1 stop,12692
Air Asia,09-03-2022,Kolkata,Banglore,22:50:00,01:20 10 ,2h 30m,non-stop,4384
IndiGo,03-06-2022,Banglore,Delhi,06:05:00,08:50,2h 45m,non-stop,3943
Jet Airways,18-05-2022,Delhi,Cochin,09:00:00,19:00,10h,1 stop,12373
Jet Airways,06-03-2022,Banglore,New Delhi,08:00:00,13:15,5h 15m,1 stop,19225
Jet Airways,09-03-2022,Delhi,Cochin,19:45:00,18:50 10 ,23h 5m,1 stop,14053
Air India,12-04-2022,Banglore,Delhi,13:20:00,16:10,2h 50m,non-stop,5911
Multiple carriers,09-06-2022,Delhi,Cochin,06:40:00,19:00,12h 20m,1 stop,10877
Jet Airways,06-06-2022,Kolkata,Banglore,18:55:00,04:40 07 ,9h 45m,1 stop,7757
IndiGo,21-03-2022,Delhi,Cochin,07:35:00,16:10,8h 35m,1 stop,6558
IndiGo,21-04-2022,Kolkata,Banglore,09:35:00,12:20,2h 45m,non-stop,4804
Jet Airways,18-03-2022,Mumbai,Hyderabad,15:50:00,17:20,1h 30m,non-stop,5678
Jet Airways,09-05-2022,Delhi,Cochin,10:00:00,04:25 10 ,18h 25m,1 stop,12373
Jet Airways,06-05-2022,Banglore,Delhi,06:00:00,08:45,2h 45m,non-stop,5198
IndiGo,01-06-2022,Kolkata,Banglore,14:25:00,16:55,2h 30m,non-stop,6064
Jet Airways,09-03-2022,Delhi,Cochin,21:50:00,04:25 10 ,6h 35m,1 stop,15029
Jet Airways,09-04-2022,Delhi,Cochin,05:30:00,19:00,13h 30m,2 stops,10909
Multiple carriers,09-03-2022,Delhi,Cochin,08:40:00,19:45,11h 5m,1 stop,18492
Jet Airways,24-06-2022,Delhi,Cochin,02:15:00,04:25 25 ,26h 10m,1 stop,10262
Jet Airways,18-05-2022,Kolkata,Banglore,11:50:00,17:35,5h 45m,1 stop,8781
IndiGo,27-05-2022,Delhi,Cochin,08:35:00,16:10,7h 35m,1 stop,6442
Jet Airways,12-03-2022,Mumbai,Hyderabad,09:50:00,16:35,6h 45m,1 stop,20120
Vistara,27-05-2022,Banglore,Delhi,19:30:00,22:15,2h 45m,non-stop,4878
Jet Airways,06-03-2022,Banglore,New Delhi,05:45:00,18:25,12h 40m,1 stop,16736
SpiceJet,24-05-2022,Kolkata,Banglore,11:15:00,18:30,7h 15m,1 stop,9630
Vistara,09-05-2022,Kolkata,Banglore,07:10:00,18:50,11h 40m,1 stop,8610
Vistara,27-06-2022,Chennai,Kolkata,07:05:00,09:20,2h 15m,non-stop,3687
Vistara,15-05-2022,Kolkata,Banglore,20:20:00,09:05 16 ,12h 45m,1 stop,8452
IndiGo,18-05-2022,Banglore,Delhi,10:30:00,13:20,2h 50m,non-stop,3943
IndiGo,15-03-2022,Mumbai,Hyderabad,06:20:00,07:45,1h 25m,non-stop,3342
Jet Airways,12-05-2022,Kolkata,Banglore,20:25:00,14:25 13 ,18h,1 stop,13067
Vistara,06-05-2022,Banglore,Delhi,19:30:00,22:15,2h 45m,non-stop,4878
Jet Airways,09-05-2022,Kolkata,Banglore,21:10:00,10:05 10 ,12h 55m,1 stop,14388
Jet Airways,27-05-2022,Delhi,Cochin,13:25:00,04:25 28 ,15h,2 stops,16704
Air India,21-05-2022,Mumbai,Hyderabad,19:30:00,20:45,1h 15m,non-stop,3100
Air India,12-03-2022,Banglore,New Delhi,17:25:00,18:05 13 ,24h 40m,3 stops,13387
IndiGo,09-06-2022,Mumbai,Hyderabad,09:10:00,10:40,1h 30m,non-stop,4049
Jet Airways,18-05-2022,Delhi,Cochin,05:30:00,19:00,13h 30m,2 stops,13029
SpiceJet,09-04-2022,Banglore,Delhi,21:10:00,00:05 10 ,2h 55m,non-stop,3919
IndiGo,03-05-2022,Chennai,Kolkata,05:15:00,07:40,2h 25m,non-stop,3850
Air India,24-06-2022,Delhi,Cochin,13:15:00,09:25 25 ,20h 10m,2 stops,8839
Jet Airways,01-04-2022,Kolkata,Banglore,16:30:00,04:40 02 ,12h 10m,1 stop,7064
Jet Airways,12-05-2022,Kolkata,Banglore,20:00:00,08:15 13 ,12h 15m,1 stop,13941
Air India,24-05-2022,Kolkata,Banglore,10:00:00,10:30 25 ,24h 30m,3 stops,13007
Jet Airways,18-05-2022,Kolkata,Banglore,14:05:00,22:35,8h 30m,1 stop,14781
Jet Airways,18-03-2022,Mumbai,Hyderabad,19:35:00,21:05,1h 30m,non-stop,2071
Jet Airways,21-06-2022,Delhi,Cochin,11:00:00,14:15,3h 15m,non-stop,4256
Vistara,09-03-2022,Banglore,New Delhi,16:00:00,18:35,2h 35m,non-stop,7923
Air Asia,15-03-2022,Kolkata,Banglore,22:50:00,01:20 16 ,2h 30m,non-stop,3782
Jet Airways,15-05-2022,Kolkata,Banglore,20:25:00,09:45 16 ,13h 20m,1 stop,12384
Multiple carriers,21-03-2022,Delhi,Cochin,10:00:00,01:35 22 ,15h 35m,1 stop,8565
IndiGo,21-03-2022,Delhi,Cochin,16:00:00,21:00,5h,1 stop,6232
IndiGo,09-03-2022,Banglore,New Delhi,05:30:00,08:20,2h 50m,non-stop,4777
Air India,01-06-2022,Kolkata,Banglore,20:45:00,23:20,2h 35m,non-stop,4145
Air Asia,15-05-2022,Kolkata,Banglore,22:40:00,10:40 16 ,12h,1 stop,5192
Air India,01-04-2022,Delhi,Cochin,05:10:00,08:00,2h 50m,non-stop,4729
IndiGo,03-06-2022,Delhi,Cochin,06:40:00,21:00,14h 20m,1 stop,6093
Air India,01-05-2022,Kolkata,Banglore,09:25:00,18:30,9h 5m,1 stop,8891
Jet Airways,27-03-2022,Delhi,Cochin,16:00:00,04:25 28 ,12h 25m,1 stop,12242
Jet Airways,01-05-2022,Kolkata,Banglore,17:00:00,18:00 02 ,25h,1 stop,11467
Jet Airways,21-05-2022,Kolkata,Banglore,21:10:00,09:20 22 ,12h 10m,1 stop,14781
Multiple carriers,18-05-2022,Delhi,Cochin,07:00:00,19:00,12h,1 stop,10197
Jet Airways,06-03-2022,Banglore,New Delhi,21:25:00,09:30 07 ,12h 5m,1 stop,17261
Air India,01-05-2022,Delhi,Cochin,20:40:00,09:25 02 ,12h 45m,1 stop,7480
IndiGo,21-05-2022,Kolkata,Banglore,15:30:00,18:05,2h 35m,non-stop,4804
SpiceJet,21-04-2022,Kolkata,Banglore,09:00:00,11:25,2h 25m,non-stop,4439
Jet Airways,06-06-2022,Delhi,Cochin,05:30:00,04:25 07 ,22h 55m,2 stops,10368
SpiceJet,21-03-2022,Delhi,Cochin,06:10:00,11:20,5h 10m,1 stop,6065
Jet Airways,24-05-2022,Kolkata,Banglore,18:55:00,04:40 25 ,9h 45m,1 stop,8586
IndiGo,18-03-2022,Delhi,Cochin,14:30:00,17:35,3h 5m,non-stop,5406
Jet Airways,06-06-2022,Delhi,Cochin,18:25:00,04:25 07 ,10h,2 stops,12142
Jet Airways,06-06-2022,Delhi,Cochin,02:15:00,12:35,10h 20m,1 stop,14714
Jet Airways,15-06-2022,Delhi,Cochin,02:15:00,04:25 16 ,26h 10m,1 stop,10262
Air India,06-03-2022,Banglore,New Delhi,11:50:00,23:55,12h 5m,1 stop,15434
Air India,18-05-2022,Kolkata,Banglore,12:00:00,11:10 19 ,23h 10m,2 stops,10676
IndiGo,21-04-2022,Kolkata,Banglore,20:20:00,22:55,2h 35m,non-stop,4804
Jet Airways,09-06-2022,Delhi,Cochin,19:30:00,12:35 10 ,17h 5m,2 stops,13014
IndiGo,03-05-2022,Banglore,Delhi,10:10:00,13:00,2h 50m,non-stop,3943
Air India,06-03-2022,Mumbai,Hyderabad,05:30:00,22:00,16h 30m,2 stops,9678
Jet Airways,15-05-2022,Kolkata,Banglore,08:25:00,19:50,11h 25m,1 stop,14781
Multiple carriers,15-05-2022,Delhi,Cochin,09:00:00,19:00,10h,1 stop,10197
Air India,09-05-2022,Delhi,Cochin,05:55:00,19:15,13h 20m,2 stops,10861
Jet Airways,01-05-2022,Kolkata,Banglore,21:10:00,04:40 02 ,7h 30m,1 stop,10844
Air India,21-05-2022,Delhi,Cochin,17:20:00,09:25 22 ,16h 5m,1 stop,7480
IndiGo,24-06-2022,Delhi,Cochin,17:10:00,01:30 25 ,8h 20m,1 stop,5684
Jet Airways,06-06-2022,Delhi,Cochin,16:00:00,19:00 07 ,27h,1 stop,14714
Jet Airways,01-04-2022,Kolkata,Banglore,09:35:00,18:00,8h 25m,1 stop,9314
Air India,15-03-2022,Kolkata,Banglore,20:45:00,23:20,2h 35m,non-stop,4435
Multiple carriers,27-06-2022,Delhi,Cochin,07:30:00,19:00,11h 30m,1 stop,11789
SpiceJet,03-04-2022,Banglore,Delhi,21:10:00,00:05 04 ,2h 55m,non-stop,3919
Jet Airways,06-04-2022,Banglore,Delhi,15:15:00,18:10,2h 55m,non-stop,5198
SpiceJet,24-03-2022,Banglore,New Delhi,05:45:00,08:35,2h 50m,non-stop,4273
Vistara,09-05-2022,Kolkata,Banglore,17:00:00,18:50 10 ,25h 50m,1 stop,8820
IndiGo,06-05-2022,Mumbai,Hyderabad,12:00:00,13:30,1h 30m,non-stop,2754
Vistara,09-06-2022,Kolkata,Banglore,20:20:00,23:25 10 ,27h 5m,1 stop,8085
Jet Airways,09-06-2022,Kolkata,Banglore,20:25:00,21:05 10 ,24h 40m,1 stop,10539
Jet Airways,09-06-2022,Kolkata,Banglore,09:35:00,22:05,12h 30m,1 stop,14676
Jet Airways,27-03-2022,Delhi,Cochin,02:15:00,04:25 28 ,26h 10m,1 stop,6017
Jet Airways,01-04-2022,Banglore,Delhi,18:55:00,22:00,3h 5m,non-stop,4544
Trujet,06-03-2022,Mumbai,Hyderabad,13:05:00,16:20,3h 15m,1 stop,4140
Jet Airways,03-05-2022,Banglore,Delhi,11:10:00,14:05,2h 55m,non-stop,7229
Air India,09-03-2022,Delhi,Cochin,22:00:00,19:15 10 ,21h 15m,2 stops,16373
Air India,01-05-2022,Kolkata,Banglore,05:50:00,23:15,17h 25m,2 stops,10991
Jet Airways,18-05-2022,Kolkata,Banglore,14:05:00,12:00 19 ,21h 55m,1 stop,9663
Air India,01-03-2022,Banglore,New Delhi,22:00:00,23:20 02 ,25h 20m,1 stop,14305
Air Asia,15-05-2022,Delhi,Cochin,16:45:00,07:10 16 ,14h 25m,1 stop,6752
Jet Airways,12-06-2022,Kolkata,Banglore,16:30:00,09:20 13 ,16h 50m,1 stop,8529
IndiGo,27-03-2022,Delhi,Cochin,05:35:00,08:50,3h 15m,non-stop,4729
Multiple carriers,18-05-2022,Delhi,Cochin,08:45:00,21:00,12h 15m,1 stop,7670
Jet Airways,03-05-2022,Mumbai,Hyderabad,10:20:00,11:50,1h 30m,non-stop,4995
Jet Airways,01-05-2022,Banglore,Delhi,08:20:00,11:20,3h,non-stop,7229
IndiGo,27-04-2022,Banglore,Delhi,07:10:00,10:05,2h 55m,non-stop,4823
Air Asia,27-03-2022,Kolkata,Banglore,19:35:00,22:05,2h 30m,non-stop,3782
Jet Airways,21-05-2022,Delhi,Cochin,18:15:00,19:00 22 ,24h 45m,1 stop,12898
SpiceJet,24-05-2022,Kolkata,Banglore,22:20:00,00:40 25 ,2h 20m,non-stop,3841
Multiple carriers,18-05-2022,Delhi,Cochin,10:35:00,19:00,8h 25m,1 stop,9627
Jet Airways,09-06-2022,Kolkata,Banglore,21:10:00,12:00 10 ,14h 50m,1 stop,14571
IndiGo,24-03-2022,Kolkata,Banglore,15:20:00,17:55,2h 35m,non-stop,6985
Jet Airways,21-06-2022,Mumbai,Hyderabad,07:05:00,08:30,1h 25m,non-stop,8040
IndiGo,21-06-2022,Kolkata,Banglore,22:15:00,00:50 22 ,2h 35m,non-stop,4804
Multiple carriers,27-06-2022,Delhi,Cochin,04:55:00,19:00,14h 5m,1 stop,10678
Jet Airways,24-03-2022,Kolkata,Banglore,16:55:00,18:10 25 ,25h 15m,1 stop,14231
Jet Airways,12-06-2022,Kolkata,Banglore,20:00:00,16:20 13 ,20h 20m,1 stop,8529
Air India,24-06-2022,Delhi,Cochin,10:55:00,19:15,8h 20m,2 stops,11753
Jet Airways,18-05-2022,Delhi,Cochin,23:05:00,04:25 20 ,29h 20m,2 stops,16704
Jet Airways,06-06-2022,Kolkata,Banglore,18:55:00,04:40 07 ,9h 45m,1 stop,13374
Air India,01-05-2022,Mumbai,Hyderabad,21:05:00,22:25,1h 20m,non-stop,3625
Jet Airways,21-05-2022,Delhi,Cochin,16:00:00,19:00 22 ,27h,1 stop,16079
Jet Airways,27-06-2022,Delhi,Cochin,20:55:00,12:35 28 ,15h 40m,1 stop,10262
Jet Airways,15-05-2022,Kolkata,Banglore,06:30:00,12:00,5h 30m,1 stop,9663
Multiple carriers,18-05-2022,Delhi,Cochin,18:00:00,01:30 19 ,7h 30m,1 stop,9595
IndiGo,24-06-2022,Kolkata,Banglore,17:15:00,19:50,2h 35m,non-stop,4804
Air India,09-06-2022,Kolkata,Banglore,10:00:00,05:25 10 ,19h 25m,2 stops,12744
Air India,01-06-2022,Banglore,Delhi,13:20:00,16:10,2h 50m,non-stop,6961
Jet Airways,06-05-2022,Kolkata,Banglore,14:05:00,04:40 07 ,14h 35m,1 stop,9663
Multiple carriers,21-05-2022,Delhi,Cochin,10:35:00,19:15,8h 40m,1 stop,7575
Air India,03-03-2022,Banglore,New Delhi,19:10:00,10:35 07 ,15h 25m,2 stops,13355
Air India,24-05-2022,Kolkata,Banglore,09:25:00,13:45 25 ,28h 20m,2 stops,12592
Air India,01-06-2022,Mumbai,Hyderabad,13:55:00,15:25,1h 30m,non-stop,3625
Jet Airways,24-06-2022,Delhi,Cochin,15:00:00,04:25 25 ,13h 25m,1 stop,10262
Air India,21-05-2022,Delhi,Cochin,19:45:00,19:15 22 ,23h 30m,2 stops,9443
Air India,09-03-2022,Delhi,Cochin,08:40:00,19:15,10h 35m,1 stop,18959
IndiGo,03-03-2022,Mumbai,Hyderabad,06:20:00,07:45,1h 25m,non-stop,4784
Air India,01-04-2022,Kolkata,Banglore,17:30:00,12:00 02 ,18h 30m,1 stop,7893
Air India,27-06-2022,Delhi,Cochin,06:50:00,07:40 28 ,24h 50m,2 stops,14431
Jet Airways Business,01-03-2022,Banglore,New Delhi,05:45:00,11:25,5h 40m,1 stop,79512
Jet Airways,24-05-2022,Mumbai,Hyderabad,19:35:00,21:05,1h 30m,non-stop,3210
Multiple carriers,09-03-2022,Delhi,Cochin,06:00:00,21:00,15h,1 stop,13677
Air India,27-05-2022,Delhi,Cochin,06:05:00,09:25 28 ,27h 20m,1 stop,7480
Air India,24-06-2022,Delhi,Cochin,19:00:00,07:40 25 ,12h 40m,1 stop,8372
Jet Airways,27-03-2022,Delhi,Cochin,05:25:00,04:25 28 ,23h,2 stops,11664
Air India,18-06-2022,Banglore,Delhi,10:00:00,12:45,2h 45m,non-stop,6961
Air India,24-04-2022,Banglore,Delhi,17:00:00,19:45,2h 45m,non-stop,6121
Air India,12-04-2022,Banglore,Delhi,06:10:00,08:55,2h 45m,non-stop,5911
GoAir,06-05-2022,Banglore,Delhi,11:40:00,14:30,2h 50m,non-stop,3398
Multiple carriers,09-06-2022,Delhi,Cochin,19:00:00,01:30 10 ,6h 30m,1 stop,7530
GoAir,24-05-2022,Banglore,Delhi,20:55:00,23:40,2h 45m,non-stop,3419
Vistara,24-03-2022,Banglore,New Delhi,21:10:00,00:05 25 ,2h 55m,non-stop,6558
Air India,09-06-2022,Kolkata,Banglore,20:30:00,20:25 10 ,23h 55m,1 stop,10203
Jet Airways,12-03-2022,Banglore,New Delhi,18:55:00,20:20 13 ,25h 25m,1 stop,11087
SpiceJet,24-03-2022,Banglore,New Delhi,20:30:00,23:20,2h 50m,non-stop,5575
Air Asia,24-04-2022,Delhi,Cochin,07:55:00,22:25,14h 30m,1 stop,6152
Jet Airways,09-05-2022,Kolkata,Banglore,10:20:00,17:35,7h 15m,1 stop,5608
Jet Airways,06-03-2022,Banglore,New Delhi,11:40:00,10:25 07 ,22h 45m,1 stop,17261
